ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
2035,simple,24-MB06,Rival Field Messenger,1,0,visible,This is a simple product called Rival Field Messenger,"<p>The Rival Field Messenger packs all your campus, studio or trail essentials inside a unique design of soft, textured leather - with loads of character to spare. Two exterior pockets keep all your smaller items handy, and the roomy interior offers even more space.</p> <ul> <li>Leather construction.</li> <li>Adjustable fabric carry strap.</li> <li>Dimensions: 18"" x 10"" x 4"".</li> </ul>",,,,,1,100,0,0,1,,,,1,,,45,Gear>Bags|Collections>New Luma Yoga Collection,,,http://eimages.valtim.com/acme-images/product/m/b/mb06-gray-0.jpg,,,,,,,,,,Activity,|Travel|Urban,Pattern,Solid,Material,Leather|Nylon|Suede,Strap,Adjustable|Cross Body|Shoulder|Single,Style,Messenger|Laptop|Exercise,,,,,
2036,simple,24-MB02,Fusion Backpack,1,0,visible,This is a simple product called Fusion Backpack,"<p>With the Fusion Backpack strapped on, every trek is an adventure - even a bus ride to work. That's partly because two large zippered compartments store everything you need, while a front zippered pocket and side mesh pouches are perfect for stashing those little extras, in case you change your mind and take the day off.</p> <ul> <li>Durable nylon construction.</li> <li>2 main zippered compartments.</li> <li>1 exterior zippered pocket.</li> <li>Mesh side pouches.</li> <li>Padded, adjustable straps.</li> <li>Top carry handle.</li> <li>Dimensions: 18"" x 10"" x 6"".</li> </ul>",,,,,1,100,0,0,1,,,,1,,,59,Gear>Bags,,,"http://eimages.valtim.com/acme-images/product/m/b/mb02-gray-0.jpg, http://eimages.valtim.com/acme-images/product/m/b/mb02-blue-0.jpg",,,,,,,,,,Activity,Hiking|School|Yoga,Pattern,Solid,Material,Burlap|Nylon|Polyester,Strap,Adjustable|Double|Padded,Style,Backpack|Laptop,,,,,
2037,simple,24-UB02,Impulse Duffle,1,0,visible,This is a simple product called Impulse Duffle,"<p>Good for beach trips, track meets, yoga retreats and more, the Impulse Duffle is the companion you'll want at your side. A large U-shaped opening makes packing a hassle-free affair, while a zippered interior pocket keeps jewelry and other small valuables safely tucked out of sight.</p> <ul> <li>Wheeled.</li> <li>Dual carry handles.</li> <li>Retractable top handle.</li> <li>W 14"" x H 26"" x D 11"".</li> </ul>",,,,,1,100,0,0,1,,,,1,,,74,Gear>Bags,,,http://eimages.valtim.com/acme-images/product/u/b/ub02-black-0.jpg,,,,,,,,,,Activity,Gym|Overnight|Travel,Pattern,Solid,Material,Nylon|Polyester,Strap,Adjustable|Double|Telescoping,Style,|Luggage|Duffel,,,,,
2038,simple,24-WB01,Voyage Yoga Bag,1,0,visible,This is a simple product called Voyage Yoga Bag,"<p>Everything you need for a trip to the gym will fit inside this surprisingly spacious Voyage Yoga Bag. Stock it with a water bottle, change of clothes, pair of shoes, and even a few beauty products. Fits inside a locker and zips shut for security.</p> <ul> <li>Slip pocket on front.</li> <li>Contrast piping.</li> <li>Durable nylon construction.</li> </ul>",,,,,1,100,0,0,1,,,,1,,,32,Gear>Bags,,,http://eimages.valtim.com/acme-images/product/w/b/wb01-black-0.jpg,,,,,,,,,,Activity,Gym|Yoga,Pattern,Solid,Material,Nylon|Polyester,Strap,|Double|Shoulder,Style,Exercise|Tote,,,,,
2039,simple,24-WB02,Compete Track Tote,1,0,visible,This is a simple product called Compete Track Tote,"<p>The Compete Track Tote holds a host of exercise supplies with ease. Stash your towel, jacket and street shoes inside. Tuck water bottles in easy-access external spaces. Perfect for trips to gym or yoga studio, with dual top handles for convenience to and from.<p> <ul> <li>Two-way zippers.</li> <li>Contrast detailing.</li> <li>W 22.0"" x H 17"" x D 10"".</li> </ul>",,,,,1,100,0,0,1,,,,1,,,32,Gear>Bags,,,http://eimages.valtim.com/acme-images/product/w/b/wb02-green-0.jpg,,,,,,,,,,Activity,Gym|School|Yoga,Pattern,Solid,Material,Nylon|Polyester|Rayon,Strap,Adjustable|Double|Shoulder,Style,Exercise|Tote,,,,,
2040,simple,24-WB05,Savvy Shoulder Tote,1,0,visible,This is a simple product called Savvy Shoulder Tote,"<p>Powerwalking to the gym or strolling to the local coffeehouse, the Savvy Shoulder Tote lets you stash your essentials in sporty style! A top-loading compartment provides quick and easy access to larger items, while zippered pockets on the front and side hold cash, credit cards and phone.</p> <ul> <li>Water-resistant shell.</li> <li>Water bottle pocket.</li> <li>Padded, articulating shoulder strap.</li> <li>Dimensions: W 21"" x H 15"" x D 10"".</li> </ul>",,,,,1,100,0,0,1,,,,1,,24,32,Gear>Bags|Collections>Erin Recommends,,,http://eimages.valtim.com/acme-images/product/w/b/wb05-red-0.jpg,,,,,,,,,,Activity,Gym|Yoga,Pattern,Solid,Material,Nylon|Polyester|Rayon,Strap,Adjustable|Cross Body|Shoulder|Single,Style,Exercise|Tote,,,,,
2041,simple,24-WB06,Endeavor Daytrip Backpack,1,0,visible,This is a simple product called Endeavor Daytrip Backpack,"<p>With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day's worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.</p> <ul> <li>Foam-padded adjustable shoulder straps.</li> <li>900D polyester.</li> <li>Oversized zippers.</li> <li>Locker loop.</li> </ul>",,,,,1,100,0,0,1,,,,1,,33,33,Gear>Bags|Collections>Erin Recommends,,,"http://eimages.valtim.com/acme-images/product/w/b/wb06-red-0.jpg, http://eimages.valtim.com/acme-images/product/w/b/wb06-red-0_alt1.jpg",,,,,,,,,,Activity,Gym|Hiking|School|Urban,Pattern,Color-Blocked,Material,Mesh|Nylon|Polyester,Strap,Adjustable|Double|Padded,Style,Backpack|Laptop,,,,,
2042,simple,24-WB03,Driven Backpack,1,0,visible,This is a simple product called Driven Backpack,"<p>School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it's outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment features molded foam pockets that host everything you need.</p> <ul> <li>Large main and small zip compartments.</li> <li>Adjustable, padded straps.</li> <li>Interior foam pockets.</li> <li>Exterior zip compartment.</li> <li>Left sport bottle pocket.</li> <li>Survival gear sold separately.</li> </ul>",,,,,1,100,0,0,1,,,,1,,,36,Gear>Bags,,,http://eimages.valtim.com/acme-images/product/w/b/wb03-purple-0.jpg,,,,,,,,,,Activity,Gym|School|Yoga,Pattern,Color-Blocked,Material,Mesh|Nylon|Polyester,Strap,Adjustable|Double|Padded,Style,Backpack|Laptop|Exercise,,,,,
2043,simple,24-WB07,Overnight Duffle,1,0,visible,This is a simple product called Overnight Duffle,"<p>For long weekends away, camping outings and business trips, the Overnight Duffle can't be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it's the perfect travel companion.</p> <ul> <li>Dual top handles.</li> <li>W 15"" x H 15"" x D 9"".</li> </ul>",,,,,1,100,0,0,1,,,,1,,,45,Gear>Bags|Collections>New Luma Yoga Collection,,,http://eimages.valtim.com/acme-images/product/w/b/wb07-brown-0.jpg,,,,,,,,,,Activity,Overnight|Travel,Pattern,Solid,Material,Leather|Nylon|Polyester,Strap,Double,Style,Duffel,,,,,
2044,simple,24-WB04,Push It Messenger Bag,1,0,visible,This is a simple product called Push It Messenger Bag,"<p>The name says so, but the Push It Messenger Bag is much more than a busy commuter's tote. It's a closet away from home when you're pedaling from class or work to gym and back or home again. It's the perfect size and shape for laptop, folded clothes, even extra shoes.</p> <ul> <li>Adjustable crossbody strap.</li> <li>Top handle.</li> <li>Zippered interior pocket.</li> <li>Secure clip closures.</li> <li>Durable fabric construction.</li> </ul>",,,,,1,100,0,0,1,,,,1,,,45,Gear>Bags|Collections>Performance Fabrics,,,http://eimages.valtim.com/acme-images/product/w/b/wb04-blue-0.jpg,,,,,,,,,,Activity,School|Urban|Yoga,Pattern,Color-Blocked,Material,Nylon|Polyester,Strap,Adjustable|Cross Body|Detachable|Padded|Shoulder|Single,Style,Messenger|Laptop,,,,,
